Index,Label
95861,Shaking Hand
95862,Sliding Two Fingers Right
95863,Swiping Left
95864,Turning Hand Counterclockwise
95865,Sliding Two Fingers Right
95866,Swiping Up
95867,Zooming In With Two Fingers
95868,Pulling Hand In
95869,No gesture
95870,Doing other things
95871,Stop Sign
95872,Zooming Out With Full Hand
95873,Thumb Down
95874,Sliding Two Fingers Down
95875,Swiping Right
95876,Sliding Two Fingers Down
95877,Thumb Up
95878,Swiping Left
95879,Pulling Hand In
95880,Thumb Up
95881,Swiping Left
95882,Zooming Out With Full Hand
95883,Sliding Two Fingers Down
95884,Pushing Hand Away
95885,Sliding Two Fingers Up
95886,No gesture
95887,Swiping Left
95888,Sliding Two Fingers Left
95889,Doing other things
95890,Swiping Left
95891,Turning Hand Counterclockwise
95892,Stop Sign
95893,Zooming Out With Full Hand
95894,Pushing Two Fingers Away
95895,Doing other things
95896,No gesture
95897,Sliding Two Fingers Down
95898,No gesture
95899,Swiping Right
95900,Stop Sign
95901,Swiping Right
95903,No gesture
95904,Rolling Hand Backward
95905,Turning Hand Counterclockwise
95906,Swiping Right
95907,Swiping Up
95908,Swiping Left
95909,Rolling Hand Backward
95910,Zooming In With Two Fingers
95911,Stop Sign
95912,Doing other things
95913,Turning Hand Clockwise
95914,Sliding Two Fingers Right
95915,Zooming Out With Full Hand
95916,Pulling Hand In
95917,Drumming Fingers
95918,Stop Sign
95919,Sliding Two Fingers Left
95920,Sliding Two Fingers Left
95921,Rolling Hand Forward
95923,Pulling Hand In
95924,Thumb Up
95925,No gesture
95926,Stop Sign
95928,Drumming Fingers
95929,Zooming Out With Full Hand
95930,Doing other things
95931,Zooming In With Full Hand
95932,Sliding Two Fingers Left
95933,Swiping Left
95934,Sliding Two Fingers Down
95935,Pushing Two Fingers Away
95936,Zooming Out With Full Hand
95937,Pulling Hand In
95938,Zooming In With Full Hand
95939,No gesture
95940,Sliding Two Fingers Left
95941,Zooming Out With Full Hand
95942,Sliding Two Fingers Left
95943,Sliding Two Fingers Right
95944,Doing other things
95945,Thumb Down
95946,Pushing Two Fingers Away
95947,Pulling Hand In
95948,Pushing Two Fingers Away
95949,Swiping Right
95950,Sliding Two Fingers Left
95951,Doing other things
95952,Swiping Right
95953,Rolling Hand Backward
95954,Shaking Hand
95955,Turning Hand Clockwise
95957,Doing other things
95958,Swiping Up
95959,Drumming Fingers
95960,Stop Sign
95961,Sliding Two Fingers Left
95962,Swiping Left
95963,Zooming In With Two Fingers
95964,Pulling Hand In
95966,Sliding Two Fingers Right
95967,Pulling Hand In
95968,Zooming In With Full Hand
95969,Swiping Down
95970,Sliding Two Fingers Left
95971,Thumb Down
95972,Thumb Up
95974,Drumming Fingers
95975,Stop Sign
95976,Doing other things
95977,Stop Sign
95978,Swiping Up
95979,Zooming Out With Full Hand
95980,No gesture
95982,Swiping Left
95983,Thumb Up
95984,No gesture
95985,Doing other things
95986,Doing other things
95987,Swiping Down
95988,Pushing Hand Away
95989,Rolling Hand Forward
95990,No gesture
95991,Swiping Right
95992,Doing other things
95993,Zooming In With Full Hand
95994,Pushing Hand Away
95995,Zooming In With Full Hand
95996,Rolling Hand Forward
95997,Sliding Two Fingers Up
95998,Swiping Right
95999,Zooming Out With Full Hand
96000,Pushing Hand Away
96001,Zooming In With Two Fingers
96002,Sliding Two Fingers Down
96003,Pushing Two Fingers Away
96004,Pushing Hand Away
96005,Drumming Fingers
96006,Pulling Hand In
96007,Stop Sign
96008,Swiping Left
96009,Doing other things
96010,Stop Sign
96011,Zooming Out With Full Hand
96012,Swiping Up
96013,Sliding Two Fingers Down
96014,Swiping Up
96015,Thumb Up
96016,Pushing Hand Away
96017,No gesture
96019,Thumb Up
96020,Sliding Two Fingers Up
96021,No gesture
96022,Sliding Two Fingers Down
96023,Pushing Hand Away
96024,Thumb Up
96025,Zooming Out With Two Fingers
96026,Turning Hand Counterclockwise
96027,Zooming Out With Two Fingers
96028,Zooming Out With Two Fingers
96029,Doing other things
96030,Swiping Left
96031,Turning Hand Counterclockwise
96032,Zooming Out With Two Fingers
96033,Rolling Hand Backward
96034,Swiping Up
96035,Turning Hand Clockwise
96036,Swiping Up
96037,No gesture
96038,Thumb Down
96039,Stop Sign
96040,Swiping Right
96041,Thumb Up
96042,Sliding Two Fingers Down
96043,Stop Sign
96045,Pushing Hand Away
96046,Zooming In With Full Hand
96047,Zooming Out With Full Hand
96048,Drumming Fingers
96049,Zooming Out With Two Fingers
96050,Sliding Two Fingers Down
96051,Rolling Hand Backward
96052,Swiping Up
96053,Sliding Two Fingers Right
96054,Doing other things
96055,Rolling Hand Backward
96056,Zooming Out With Full Hand
96057,Shaking Hand
96058,Swiping Down
96059,Pulling Two Fingers In
96060,Turning Hand Counterclockwise
96061,Sliding Two Fingers Up
96062,Swiping Down
96063,Pulling Two Fingers In
96064,Thumb Down
96066,Swiping Left
96067,Doing other things
96068,Sliding Two Fingers Up
96069,Sliding Two Fingers Up
96070,Pulling Hand In
96071,Doing other things
96072,Pushing Hand Away
96075,Pulling Two Fingers In
96076,No gesture
96077,Swiping Right
96078,Sliding Two Fingers Up
96079,Thumb Down
96080,Drumming Fingers
96081,Shaking Hand
96083,Swiping Right
96084,Drumming Fingers
96085,Sliding Two Fingers Down
96086,Swiping Left
96088,Sliding Two Fingers Down
96089,No gesture
96090,Swiping Right
96091,Sliding Two Fingers Left
96092,Turning Hand Counterclockwise
96093,Swiping Left
96094,Pushing Two Fingers Away
96095,Sliding Two Fingers Left
96096,Thumb Down
96097,Doing other things
96098,Pulling Hand In
96099,Rolling Hand Forward
96100,Pushing Hand Away
96101,Stop Sign
96102,Shaking Hand
96103,Pulling Hand In
96104,Drumming Fingers
96105,Pushing Two Fingers Away
96106,Pulling Hand In
96107,Pulling Two Fingers In
96108,Rolling Hand Backward
96109,Rolling Hand Forward
96110,Swiping Down
96111,Swiping Down
96112,Thumb Up
96113,Shaking Hand
96114,Rolling Hand Forward
96115,Drumming Fingers
96116,Zooming In With Full Hand
96117,Rolling Hand Forward
96118,Pushing Hand Away
96119,Zooming Out With Two Fingers
96120,Sliding Two Fingers Right
96121,Turning Hand Counterclockwise
96122,Swiping Up
96123,Thumb Up
96124,Zooming In With Two Fingers
96125,Shaking Hand
96126,Zooming In With Full Hand
96128,Sliding Two Fingers Up
96129,Pulling Hand In
96130,Turning Hand Clockwise
96131,Sliding Two Fingers Down
96132,Sliding Two Fingers Left
96133,Sliding Two Fingers Up
96134,Turning Hand Clockwise
96135,Zooming Out With Two Fingers
96136,Turning Hand Clockwise
96137,Drumming Fingers
96138,Shaking Hand
96139,Zooming Out With Full Hand
96140,Zooming In With Two Fingers
96142,Sliding Two Fingers Right
96144,Zooming Out With Two Fingers
96145,Doing other things
96146,Swiping Right
96147,Sliding Two Fingers Up
96148,Swiping Right
96149,Pushing Hand Away
96150,Swiping Left
96151,Swiping Up
96152,Zooming Out With Full Hand
96153,Doing other things
96154,Zooming In With Full Hand
96155,Stop Sign
96156,Sliding Two Fingers Right
96157,Swiping Right
96158,Swiping Left
96159,No gesture
96161,Thumb Up
96162,Zooming In With Full Hand
96163,Pulling Two Fingers In
96164,Sliding Two Fingers Left
96165,Zooming Out With Two Fingers
96166,Thumb Up
96167,Swiping Left
96168,Rolling Hand Backward
96169,Zooming Out With Two Fingers
96170,Drumming Fingers
96171,Zooming Out With Full Hand
96172,Stop Sign
96174,Doing other things
96177,Zooming In With Full Hand
96179,Doing other things
96180,Stop Sign
96181,Pushing Two Fingers Away
96182,Doing other things
96183,Sliding Two Fingers Left
96184,Turning Hand Clockwise
96185,Swiping Up
96186,Pushing Hand Away
96187,Swiping Right
96188,Pulling Hand In
96189,Sliding Two Fingers Down
96190,Sliding Two Fingers Up
96191,Rolling Hand Backward
96192,Doing other things
96193,Shaking Hand
96194,Doing other things
96195,Rolling Hand Backward
96196,Swiping Right
96197,Pulling Hand In
96198,Doing other things
96199,Pushing Hand Away
96200,Zooming In With Two Fingers
96201,Thumb Up
96203,Doing other things
96204,Swiping Up
96205,Swiping Left
96206,Pulling Two Fingers In
96207,Rolling Hand Backward
96208,Swiping Up
96209,Pushing Two Fingers Away
96210,Pushing Hand Away
96212,Sliding Two Fingers Left
96213,Pushing Hand Away
96214,Sliding Two Fingers Left
96215,Thumb Up
96216,Zooming Out With Two Fingers
96217,Rolling Hand Forward
96218,Pulling Two Fingers In
96219,Zooming In With Full Hand
96220,Doing other things
96221,Zooming In With Full Hand
96222,Pulling Two Fingers In
96223,Drumming Fingers
96224,Drumming Fingers
96226,Swiping Right
96227,Sliding Two Fingers Up
96228,Drumming Fingers
96229,Pushing Hand Away
96230,Pulling Two Fingers In
96231,Drumming Fingers
96232,Swiping Up
96233,Rolling Hand Backward
96235,Swiping Down
96236,Sliding Two Fingers Up
96237,Zooming Out With Full Hand
96238,Sliding Two Fingers Left
96239,Zooming In With Full Hand
96240,Thumb Down
96241,No gesture
96242,Pushing Hand Away
96244,Sliding Two Fingers Up
96245,Pushing Two Fingers Away
96246,Swiping Left
96247,Swiping Right
96248,Swiping Right
96249,Pulling Two Fingers In
96250,Stop Sign
96251,Zooming Out With Full Hand
96252,Swiping Up
96253,Doing other things
96254,Zooming Out With Two Fingers
96255,Pulling Hand In
96256,Stop Sign
96258,Thumb Up
96259,Zooming Out With Two Fingers
96260,Stop Sign
96261,Thumb Up
96262,Stop Sign
96263,Zooming In With Two Fingers
96264,Doing other things
96265,Sliding Two Fingers Right
96266,Swiping Right
96267,Zooming In With Two Fingers
96268,Stop Sign
96269,Zooming Out With Full Hand
96271,Sliding Two Fingers Up
96272,Zooming In With Two Fingers
96273,Sliding Two Fingers Up
96274,Drumming Fingers
96275,Zooming In With Two Fingers
96276,Thumb Down
96277,Drumming Fingers
96278,Rolling Hand Backward
96279,Drumming Fingers
96280,Sliding Two Fingers Up
96281,Rolling Hand Forward
96282,Thumb Down
96283,Thumb Down
96285,Pushing Two Fingers Away
96286,Swiping Right
96287,Pulling Two Fingers In
96288,Zooming Out With Full Hand
96289,Turning Hand Clockwise
96290,Rolling Hand Forward
96291,Pulling Hand In
96292,Stop Sign
96293,Sliding Two Fingers Right
96294,Turning Hand Counterclockwise
96295,Swiping Down
96296,Swiping Right
96297,Doing other things
96298,Pulling Hand In
96299,Turning Hand Counterclockwise
96300,Swiping Right
96301,Swiping Right
96302,Rolling Hand Forward
96303,Drumming Fingers
96304,No gesture
96306,Drumming Fingers
96307,Shaking Hand
96308,Zooming Out With Full Hand
96309,Stop Sign
96310,Rolling Hand Backward
96311,Pulling Two Fingers In
96312,Shaking Hand
96313,Zooming In With Two Fingers
96314,Pulling Hand In
96315,Swiping Down
96316,Pulling Hand In
96317,Pushing Two Fingers Away
96318,Rolling Hand Backward
96319,Sliding Two Fingers Up
96320,Doing other things
96321,Swiping Right
96322,Zooming In With Two Fingers
96323,Zooming In With Full Hand
96324,Sliding Two Fingers Left
96325,Doing other things
96326,Zooming In With Two Fingers
96327,Pulling Hand In
96328,Zooming Out With Two Fingers
96330,Rolling Hand Forward
96331,Shaking Hand
96332,Shaking Hand
96333,Zooming Out With Two Fingers
96335,Swiping Down
96336,Doing other things
96337,Pulling Hand In
96338,Sliding Two Fingers Down
96339,Swiping Left
96340,Pushing Two Fingers Away
96341,Pushing Two Fingers Away
96342,Pushing Hand Away
96343,Pushing Two Fingers Away
96344,Rolling Hand Backward
96345,Sliding Two Fingers Up
96347,Stop Sign
96348,Pushing Hand Away
96349,Pulling Hand In
96350,Sliding Two Fingers Left
96351,Zooming Out With Two Fingers
96352,Sliding Two Fingers Left
96353,Sliding Two Fingers Left
96354,Rolling Hand Backward
96355,Shaking Hand
96356,Turning Hand Counterclockwise
96357,Doing other things
96358,Zooming In With Two Fingers
96359,Turning Hand Clockwise
96360,Zooming In With Full Hand
96361,Sliding Two Fingers Down
96362,Sliding Two Fingers Right
96363,Zooming In With Two Fingers
96364,Swiping Right
96365,Pushing Two Fingers Away
96366,Rolling Hand Forward
96367,No gesture
96368,Swiping Up
96369,Pushing Hand Away
96370,Swiping Left
96371,Zooming In With Full Hand
96372,Swiping Right
96373,Swiping Right
96374,Sliding Two Fingers Left
96375,Rolling Hand Forward
96376,Rolling Hand Forward
96377,Turning Hand Clockwise
96379,Sliding Two Fingers Right
96380,Zooming In With Full Hand
96381,No gesture
96382,Shaking Hand
96383,Doing other things
96384,Zooming Out With Two Fingers
96385,Zooming In With Two Fingers
96386,Shaking Hand
96387,Swiping Down
96388,Doing other things
96389,Zooming In With Full Hand
96390,Thumb Down
96391,Turning Hand Counterclockwise
96392,Zooming In With Two Fingers
96393,No gesture
96394,Zooming Out With Two Fingers
96395,Rolling Hand Forward
96396,Turning Hand Clockwise
96397,Sliding Two Fingers Right
96398,Pulling Hand In
96399,Thumb Down
96400,Sliding Two Fingers Down
96401,Zooming Out With Two Fingers
96402,Sliding Two Fingers Left
96403,Pulling Hand In
96404,Doing other things
96406,Zooming Out With Full Hand
96407,Sliding Two Fingers Down
96408,Sliding Two Fingers Right
96409,Pushing Two Fingers Away
96410,Shaking Hand
96411,Shaking Hand
96412,Pushing Hand Away
96413,Pulling Hand In
96414,Zooming In With Two Fingers
96415,Swiping Up
96416,Rolling Hand Forward
96417,Drumming Fingers
96418,Pulling Hand In
96419,Doing other things
96420,Thumb Down
96421,Zooming In With Two Fingers
96422,Pushing Two Fingers Away
96423,Rolling Hand Backward
96424,Swiping Right
96425,Swiping Left
96426,Zooming Out With Full Hand
96427,Sliding Two Fingers Right
96428,Zooming In With Full Hand
96429,Sliding Two Fingers Down
96430,Thumb Up
96431,Sliding Two Fingers Left
96434,Stop Sign
96435,Doing other things
96436,Zooming Out With Two Fingers
96438,Stop Sign
96439,Zooming In With Full Hand
96441,Thumb Down
96443,Thumb Down
96444,Pulling Two Fingers In
96445,Thumb Down
96446,Swiping Down
96447,No gesture
96448,Pushing Hand Away
96449,Sliding Two Fingers Up
96450,Pushing Hand Away
96451,Drumming Fingers
96452,Pulling Two Fingers In
96453,Swiping Right
96454,Stop Sign
96455,Sliding Two Fingers Right
96456,Pulling Two Fingers In
96457,Sliding Two Fingers Up
96458,Pushing Two Fingers Away
96459,Shaking Hand
96461,Pulling Two Fingers In
96462,Zooming In With Two Fingers
96463,Thumb Down
96464,Zooming In With Two Fingers
96466,Doing other things
96467,Doing other things
96468,Drumming Fingers
96469,Sliding Two Fingers Right
96470,Doing other things
96471,Zooming Out With Full Hand
96472,Sliding Two Fingers Down
96473,Stop Sign
96474,Zooming Out With Two Fingers
96475,Thumb Down
96476,Doing other things
96477,Swiping Left
96478,Shaking Hand
96479,Thumb Down
96480,Thumb Down
96481,Swiping Up
96482,Shaking Hand
96483,Pushing Two Fingers Away
96484,Sliding Two Fingers Down
96485,Doing other things
96486,Sliding Two Fingers Down
96487,Doing other things
96489,Shaking Hand
96490,Sliding Two Fingers Down
96491,Swiping Right
96492,Shaking Hand
96493,Stop Sign
96494,Zooming Out With Two Fingers
96495,Pulling Two Fingers In
96496,Sliding Two Fingers Left
96497,Sliding Two Fingers Down
96498,Rolling Hand Forward
96499,Drumming Fingers
96500,Zooming Out With Full Hand
96501,Sliding Two Fingers Up
96502,Thumb Up
96503,Pushing Two Fingers Away
96504,Drumming Fingers
96505,Zooming Out With Two Fingers
96506,Doing other things
96507,Swiping Down
96508,Sliding Two Fingers Down
96509,Drumming Fingers
96510,Zooming In With Full Hand
96513,Rolling Hand Backward
96514,Turning Hand Counterclockwise
96515,Pulling Two Fingers In
96516,Doing other things
96517,Swiping Down
96518,Pushing Hand Away
96522,Turning Hand Counterclockwise
96524,Pushing Two Fingers Away
96525,Swiping Down
96526,Sliding Two Fingers Left
96527,Zooming In With Full Hand
96528,No gesture
96529,Sliding Two Fingers Up
96530,Sliding Two Fingers Left
96531,Swiping Left
96532,Doing other things
96533,No gesture
96534,Swiping Left
96535,Pulling Two Fingers In
96536,Pushing Hand Away
96537,Swiping Down
96538,Shaking Hand
96539,Swiping Left
96540,Sliding Two Fingers Right
96541,Stop Sign
96542,Thumb Down
96543,Pushing Hand Away
96544,Shaking Hand
96545,Pulling Two Fingers In
96546,Drumming Fingers
96547,Swiping Right
96548,Turning Hand Clockwise
96549,Sliding Two Fingers Right
96550,Swiping Up
96551,Thumb Down
96552,Thumb Down
96553,Zooming In With Two Fingers
96554,Sliding Two Fingers Right
96555,Shaking Hand
96556,Drumming Fingers
96557,Swiping Down
96558,Turning Hand Counterclockwise
96559,No gesture
96560,Pushing Two Fingers Away
96561,Swiping Right
96562,No gesture
96563,Rolling Hand Backward
96564,Pushing Hand Away
96565,Sliding Two Fingers Up
96566,Thumb Up
96567,Stop Sign
96568,Sliding Two Fingers Down
96570,Pushing Hand Away
96571,Drumming Fingers
96572,No gesture
96574,Doing other things
96575,Doing other things
96576,Rolling Hand Forward
96577,Pushing Two Fingers Away
96578,Drumming Fingers
96579,No gesture
96580,Sliding Two Fingers Left
96581,Zooming Out With Two Fingers
96582,Swiping Up
96585,Sliding Two Fingers Right
96586,Pulling Hand In
96587,Rolling Hand Backward
96588,Stop Sign
96589,Zooming In With Full Hand
96591,Sliding Two Fingers Up
96592,Drumming Fingers
96593,Doing other things
96594,Doing other things
96595,Shaking Hand
96596,Thumb Up
96597,Sliding Two Fingers Right
96599,Sliding Two Fingers Down
96600,Thumb Up
96601,Pushing Hand Away
96602,Drumming Fingers
96603,Sliding Two Fingers Right
96604,Drumming Fingers
96605,Swiping Up
96607,Sliding Two Fingers Left
96608,Swiping Left
96609,Pushing Two Fingers Away
96611,Swiping Down
96612,Sliding Two Fingers Left
96613,Sliding Two Fingers Up
96614,Zooming Out With Two Fingers
96615,Doing other things
96616,Zooming In With Full Hand
96617,Stop Sign
96618,Swiping Right
96619,Thumb Up
96620,Thumb Down
96622,Thumb Up
96624,Doing other things
96625,Sliding Two Fingers Right
96626,Zooming Out With Full Hand
96627,Rolling Hand Forward
96628,Sliding Two Fingers Left
96629,Turning Hand Clockwise
96630,Doing other things
96631,Turning Hand Clockwise
96632,Zooming In With Two Fingers
96633,Thumb Down
96634,Pushing Hand Away
96635,Rolling Hand Backward
96636,Doing other things
96638,Swiping Down
96639,Turning Hand Counterclockwise
96640,Zooming Out With Full Hand
96641,Turning Hand Counterclockwise
96642,Swiping Up
96643,Thumb Up
96644,Drumming Fingers
96645,Swiping Right
96646,Pulling Two Fingers In
96647,Pulling Two Fingers In
96648,Pulling Hand In
96650,Sliding Two Fingers Down
96651,Turning Hand Clockwise
96652,Sliding Two Fingers Down
96653,Shaking Hand
96654,No gesture
96655,Turning Hand Clockwise
96656,Pushing Hand Away
96657,Sliding Two Fingers Down
96658,Thumb Down
96659,Swiping Down
96660,Pushing Two Fingers Away
96661,Turning Hand Counterclockwise
96662,Stop Sign
96663,Drumming Fingers
96664,Zooming Out With Full Hand
96665,Pulling Two Fingers In
96666,Pushing Hand Away
96667,Zooming Out With Full Hand
96668,Thumb Up
96669,Zooming Out With Full Hand
96670,No gesture
96671,Zooming In With Two Fingers
96672,Sliding Two Fingers Up
96673,No gesture
96674,Sliding Two Fingers Up
96676,Sliding Two Fingers Up
96677,Shaking Hand
96678,Zooming Out With Full Hand
96679,Shaking Hand
96680,Sliding Two Fingers Down
96682,Zooming Out With Two Fingers
96683,Sliding Two Fingers Up
96684,Zooming In With Two Fingers
96685,Sliding Two Fingers Left
96686,Zooming In With Two Fingers
96687,Drumming Fingers
96688,No gesture
96689,Sliding Two Fingers Up
96690,No gesture
96691,Pushing Hand Away
96692,Pulling Hand In
96693,Drumming Fingers
96694,Doing other things
96695,Swiping Up
96696,Swiping Right
96698,Zooming In With Full Hand
96699,Swiping Down
96700,Swiping Up
96701,Swiping Down
96702,Turning Hand Clockwise
96703,Pushing Two Fingers Away
96704,Stop Sign
96705,Thumb Down
96706,Swiping Left
96707,Zooming Out With Two Fingers
96708,Zooming In With Two Fingers
96709,Stop Sign
96710,Turning Hand Clockwise
96712,Zooming In With Two Fingers
96713,Doing other things
96714,Zooming Out With Two Fingers
96715,Zooming Out With Two Fingers
96717,Zooming In With Two Fingers
96718,Zooming In With Full Hand
96719,Swiping Up
96721,Drumming Fingers
96722,Turning Hand Counterclockwise
96723,Swiping Left
96724,Sliding Two Fingers Left
96725,Drumming Fingers
96726,Pushing Hand Away
96728,Sliding Two Fingers Up
96729,Swiping Up
96731,Pushing Hand Away
96732,Pushing Two Fingers Away
96734,Pushing Two Fingers Away
96735,Drumming Fingers
96736,Swiping Right
96737,Sliding Two Fingers Down
96738,Rolling Hand Backward
96739,Stop Sign
96741,Pulling Two Fingers In
96742,Zooming Out With Two Fingers
96743,Rolling Hand Backward
96744,Thumb Down
96745,Doing other things
96747,Thumb Up
96748,Thumb Down
96749,Pulling Hand In
96750,Rolling Hand Backward
96751,No gesture
96752,Zooming Out With Full Hand
96753,Doing other things
96754,Swiping Left
96755,Zooming Out With Two Fingers
96756,Doing other things
96757,Zooming Out With Two Fingers
96758,Drumming Fingers
96760,Sliding Two Fingers Left
96761,Doing other things
96762,Thumb Down
96763,Stop Sign
96764,Sliding Two Fingers Right
96765,Shaking Hand
96766,Stop Sign
96767,Turning Hand Counterclockwise
96768,Swiping Right
96770,Pushing Hand Away
96771,Swiping Up
96772,Zooming Out With Full Hand
96773,Zooming Out With Two Fingers
96774,Swiping Down
96775,Zooming In With Full Hand
96776,Zooming Out With Two Fingers
96777,Stop Sign
96778,Doing other things
96779,Sliding Two Fingers Left
96780,Turning Hand Clockwise
96781,Swiping Up
96782,Drumming Fingers
96783,No gesture
96784,Turning Hand Clockwise
96786,Doing other things
96787,Swiping Left
96788,Turning Hand Clockwise
96790,Swiping Down
96792,Sliding Two Fingers Down
96793,Doing other things
96794,Zooming Out With Full Hand
96795,Sliding Two Fingers Up
96796,Sliding Two Fingers Down
96797,Sliding Two Fingers Right
96798,Pushing Hand Away
96799,Doing other things
96800,Swiping Left
96801,Swiping Down
96802,Rolling Hand Backward
96803,Swiping Right
96804,Doing other things
96805,Swiping Down
96806,Pulling Two Fingers In
96807,Pushing Two Fingers Away
96809,Stop Sign
96810,Swiping Right
96811,Thumb Down
96812,Sliding Two Fingers Left
96813,Swiping Left
96814,Pushing Hand Away
96815,Zooming In With Full Hand
96816,Swiping Right
96817,Drumming Fingers
96818,Swiping Up
96819,Shaking Hand
96820,Zooming Out With Full Hand
96822,Doing other things
96823,Turning Hand Clockwise
96824,Turning Hand Counterclockwise
96825,Zooming Out With Full Hand
96826,Doing other things
96827,Stop Sign
96828,Sliding Two Fingers Down
96829,Turning Hand Counterclockwise
96830,Thumb Up
96831,Sliding Two Fingers Left
96832,Swiping Right
96834,Doing other things
96835,Doing other things
96837,Pulling Two Fingers In
96838,Pushing Hand Away
96839,Doing other things
96840,Zooming Out With Full Hand
96841,Sliding Two Fingers Up
96842,Swiping Down
96843,Zooming Out With Full Hand
96844,Swiping Down
96845,Swiping Down
96846,Swiping Down
96847,Rolling Hand Backward
96848,Zooming In With Full Hand
96849,Sliding Two Fingers Down
96850,Doing other things
96851,Shaking Hand
96852,Doing other things
96853,Drumming Fingers
96854,Rolling Hand Forward
96855,Thumb Up
96856,Swiping Down
96857,Zooming Out With Full Hand
96858,Swiping Left
96860,Swiping Right
96861,Thumb Up
96862,Turning Hand Clockwise
96863,Rolling Hand Forward
96864,Sliding Two Fingers Down
96865,Swiping Up
96866,Sliding Two Fingers Up
96867,Thumb Down
96868,Sliding Two Fingers Down
96869,Swiping Left
96870,Sliding Two Fingers Right
96871,Swiping Left
96873,Turning Hand Counterclockwise
96874,Sliding Two Fingers Down
96875,Pushing Two Fingers Away
96876,Pushing Two Fingers Away
96877,Pushing Two Fingers Away
96878,Thumb Down
96879,Rolling Hand Forward
96880,Thumb Up
96881,Zooming Out With Full Hand
96882,Pushing Hand Away
96883,Zooming In With Full Hand
96884,Turning Hand Counterclockwise
96885,Shaking Hand
96887,Rolling Hand Backward
96888,Zooming Out With Full Hand
96889,Zooming Out With Two Fingers
96890,Thumb Down
96891,Shaking Hand
96892,Swiping Down
96893,Zooming Out With Full Hand
96894,Rolling Hand Backward
96895,Drumming Fingers
96896,Turning Hand Counterclockwise
96897,Shaking Hand
96899,Thumb Up
96900,Turning Hand Clockwise
96902,Rolling Hand Forward
96903,Pushing Hand Away
96904,No gesture
96905,Doing other things
96906,Pulling Hand In
96907,Swiping Up
96909,Thumb Down
96910,Pushing Two Fingers Away
96911,Swiping Up
96912,Swiping Right
96913,Sliding Two Fingers Up
96915,Zooming In With Full Hand
96916,Sliding Two Fingers Left
96917,Thumb Up
96918,Zooming In With Two Fingers
96919,Doing other things
96920,Swiping Left
96921,Pushing Hand Away
96922,Pulling Two Fingers In
96923,No gesture
96925,Sliding Two Fingers Right
96927,Pulling Hand In
96929,Sliding Two Fingers Right
96930,Pushing Hand Away
96931,Sliding Two Fingers Left
96933,Doing other things
96934,Thumb Up
96935,Zooming Out With Two Fingers
96936,Doing other things
96937,Zooming Out With Two Fingers
96938,Rolling Hand Forward
96939,Rolling Hand Backward
96940,Zooming Out With Full Hand
96941,Rolling Hand Forward
96943,Turning Hand Clockwise
96944,Stop Sign
96945,Swiping Left
96946,Sliding Two Fingers Up
96947,Pulling Two Fingers In
96948,Pulling Two Fingers In
96949,Sliding Two Fingers Left
96950,Zooming In With Two Fingers
96951,Thumb Up
96952,Pulling Two Fingers In
96953,No gesture
96954,Sliding Two Fingers Up
96955,Sliding Two Fingers Up
96956,No gesture
96957,Pushing Hand Away
96958,Doing other things
96959,Turning Hand Counterclockwise
96960,Turning Hand Clockwise
96961,No gesture
96962,Doing other things
96964,Swiping Up
96965,Zooming In With Full Hand
96966,Pushing Two Fingers Away
96967,Turning Hand Counterclockwise
96968,Pulling Hand In
96969,Turning Hand Clockwise
96970,Swiping Left
96971,Swiping Down
96972,Swiping Down
96973,Zooming In With Full Hand
96975,Sliding Two Fingers Right
96976,Sliding Two Fingers Down
96977,Shaking Hand
96978,Pushing Two Fingers Away
96979,Thumb Up
96980,Swiping Up
96981,Rolling Hand Backward
96982,Thumb Up
96983,Zooming In With Full Hand
96985,Drumming Fingers
96986,Rolling Hand Backward
96987,Thumb Down
96988,Turning Hand Clockwise
96989,Stop Sign
96990,Swiping Right
96991,Zooming Out With Full Hand
96992,Sliding Two Fingers Left
96993,Doing other things
96994,Sliding Two Fingers Right
96995,Sliding Two Fingers Left
96996,Doing other things
96997,Sliding Two Fingers Down
96998,Zooming In With Two Fingers
96999,Swiping Up
97000,Sliding Two Fingers Up
97001,Zooming In With Full Hand
97002,Zooming In With Two Fingers
97004,Stop Sign
97005,Doing other things
97006,Rolling Hand Backward
97007,Rolling Hand Backward
97009,Pushing Hand Away
97010,Swiping Up
97011,Stop Sign
97012,Rolling Hand Forward
97013,Thumb Down
97014,Swiping Left
97015,Pushing Two Fingers Away
97016,Pushing Two Fingers Away
97017,Zooming Out With Two Fingers
97019,Doing other things
97022,No gesture
97023,Turning Hand Counterclockwise
97025,Turning Hand Clockwise
97026,Pulling Hand In
97027,Thumb Up
97028,Zooming In With Two Fingers
97029,Turning Hand Clockwise
97030,Pushing Hand Away
97031,Pulling Hand In
97032,No gesture
97034,No gesture
97035,Drumming Fingers
97036,Pushing Hand Away
97037,Zooming Out With Full Hand
97038,Sliding Two Fingers Up
97039,Pushing Two Fingers Away
97040,Pulling Two Fingers In
97041,Rolling Hand Forward
97042,Zooming Out With Two Fingers
97043,Pulling Two Fingers In
97044,Drumming Fingers
97045,Zooming Out With Two Fingers
97046,Rolling Hand Forward
97047,Doing other things
97048,Turning Hand Clockwise
97049,Turning Hand Clockwise
97050,Pushing Two Fingers Away
97051,Doing other things
97052,Pulling Hand In
97053,Swiping Down
97054,Pushing Hand Away
97055,Doing other things
97057,Swiping Down
