,Index,Label
13605,95891,Turning Hand Counterclockwise
13606,2621,Turning Hand Counterclockwise
13613,114807,No gesture
13624,143794,Sliding Two Fingers Down
13626,34972,Pulling Hand In
13627,41652,Sliding Two Fingers Left
13628,101928,Pushing Two Fingers Away
13631,64373,Sliding Two Fingers Down
13632,37344,Sliding Two Fingers Left
13634,5216,No gesture
13637,14200,Shaking Hand
13640,1661,Pushing Two Fingers Away
13642,53228,Shaking Hand
13644,121260,No gesture
13648,129131,Sliding Two Fingers Right
13649,104385,Pushing Two Fingers Away
13652,64233,Thumb Up
13653,20277,No gesture
13655,68471,Pulling Hand In
13658,107056,Sliding Two Fingers Right
13662,126621,Turning Hand Counterclockwise
13664,114750,Shaking Hand
13668,74502,Sliding Two Fingers Right
13670,37331,Shaking Hand
13673,93456,Sliding Two Fingers Right
13679,76211,Sliding Two Fingers Left
13680,87187,Sliding Two Fingers Down
13682,144149,Sliding Two Fingers Right
13683,52387,Thumb Up
13685,18293,Pulling Hand In
13689,63858,Shaking Hand
13690,145779,Sliding Two Fingers Left
13692,50245,Shaking Hand
13694,45229,Shaking Hand
13695,28122,No gesture
13697,68604,Sliding Two Fingers Left
13702,28675,Thumb Up
13704,22297,No gesture
13711,133098,Sliding Two Fingers Left
13712,50486,Turning Hand Counterclockwise
13716,12380,Thumb Up
13723,49121,Shaking Hand
13727,8138,Thumb Up
13733,119238,Pulling Hand In
13738,56755,Sliding Two Fingers Right
13745,69723,Sliding Two Fingers Left
13749,104770,No gesture
13750,32605,No gesture
13752,132644,Shaking Hand
13758,82282,No gesture
13759,97034,No gesture
13761,31918,No gesture
13763,143647,Shaking Hand
13764,92395,No gesture
13765,2019,Shaking Hand
13768,42643,Sliding Two Fingers Down
13772,25069,Turning Hand Counterclockwise
13778,105251,Pushing Two Fingers Away
13779,28487,Sliding Two Fingers Left
13783,94768,No gesture
13786,136305,Rolling Hand Forward
13787,39046,Pulling Hand In
13793,86838,Sliding Two Fingers Right
13796,23836,Rolling Hand Forward
13801,91763,Turning Hand Counterclockwise
13807,23188,Sliding Two Fingers Down
13808,125561,Pushing Two Fingers Away
13809,80747,Turning Hand Counterclockwise
13810,66448,Sliding Two Fingers Down
13817,90391,Sliding Two Fingers Right
13820,47487,No gesture
13824,96447,No gesture
13826,74021,Pulling Hand In
13828,58281,Shaking Hand
13832,90997,Pushing Two Fingers Away
13833,7873,Pulling Hand In
13839,60554,Pushing Two Fingers Away
13842,11115,Thumb Up
13843,28284,Thumb Up
13846,90701,Turning Hand Counterclockwise
13851,102199,Shaking Hand
13853,59373,Turning Hand Counterclockwise
13857,68947,Sliding Two Fingers Left
13860,114587,Rolling Hand Forward
13862,78857,Turning Hand Counterclockwise
13863,27073,Sliding Two Fingers Down
13866,1162,Pulling Hand In
13868,134499,Sliding Two Fingers Right
13869,39374,No gesture
13870,10392,No gesture
13877,25575,Sliding Two Fingers Left
13879,69957,Sliding Two Fingers Right
13885,107436,No gesture
13887,79319,Turning Hand Counterclockwise
13889,63561,No gesture
13891,117595,Pulling Hand In
13893,81649,Thumb Up
13898,141052,No gesture
13903,65789,Pushing Two Fingers Away
13904,78450,Turning Hand Counterclockwise
13909,45348,Thumb Up
13914,91141,Sliding Two Fingers Down
13916,65169,Sliding Two Fingers Down
13919,58562,Shaking Hand
13923,41791,Thumb Up
13926,66078,Rolling Hand Forward
13928,70836,Pushing Two Fingers Away
13930,65125,Sliding Two Fingers Down
13935,53661,Sliding Two Fingers Down
13936,1756,Thumb Up
13938,111948,Thumb Up
13939,41538,Pushing Two Fingers Away
13942,125940,Thumb Up
13947,99015,Turning Hand Counterclockwise
13954,103496,Turning Hand Counterclockwise
13958,98855,Pushing Two Fingers Away
13963,35045,Rolling Hand Forward
13964,31163,Shaking Hand
13970,114157,Rolling Hand Forward
13974,121883,Pulling Hand In
13983,92781,Sliding Two Fingers Right
13985,114358,Pulling Hand In
13989,113952,No gesture
13990,83717,Turning Hand Counterclockwise
13991,65579,Thumb Up
13996,107009,Sliding Two Fingers Down
13997,31697,Rolling Hand Forward
13999,120156,Shaking Hand
14001,76306,Sliding Two Fingers Down
14004,5237,Sliding Two Fingers Down
14005,36290,Sliding Two Fingers Left
14008,120508,No gesture
14009,89059,Thumb Up
14011,24615,Shaking Hand
14012,61149,Sliding Two Fingers Left
14016,3192,Sliding Two Fingers Left
14020,144145,No gesture
14022,94620,Shaking Hand
14023,138060,Rolling Hand Forward
14024,131142,Sliding Two Fingers Down
14025,566,Pulling Hand In
14026,107006,No gesture
14028,144715,Sliding Two Fingers Left
14030,109140,Turning Hand Counterclockwise
14031,78600,Pulling Hand In
14036,111964,Pushing Two Fingers Away
14038,131123,Sliding Two Fingers Left
14040,43201,Thumb Up
14041,103470,Shaking Hand
14044,121938,No gesture
14046,140818,Sliding Two Fingers Left
14054,13888,Pulling Hand In
14062,124547,Sliding Two Fingers Left
14068,5141,Pushing Two Fingers Away
14073,8580,Thumb Up
14074,142995,No gesture
14080,40031,Sliding Two Fingers Down
14083,78246,Shaking Hand
14089,103719,Turning Hand Counterclockwise
14091,122062,Rolling Hand Forward
14094,58952,Shaking Hand
14095,115966,Turning Hand Counterclockwise
14097,88680,Sliding Two Fingers Right
14101,97146,Pulling Hand In
14103,42567,Thumb Up
14104,121020,Rolling Hand Forward
14107,38994,No gesture
14108,114816,Sliding Two Fingers Left
14109,10921,Thumb Up
14111,10112,Thumb Up
14114,64689,No gesture
14116,100475,Sliding Two Fingers Down
14117,142765,Rolling Hand Forward
14118,4233,Pulling Hand In
14120,11326,Sliding Two Fingers Right
14121,141609,Sliding Two Fingers Right
14122,104802,No gesture
14124,37729,Pulling Hand In
14125,65913,Sliding Two Fingers Down
14127,78634,Sliding Two Fingers Left
14128,24718,Rolling Hand Forward
14134,51162,Sliding Two Fingers Down
14140,133833,No gesture
14144,81627,Shaking Hand
14145,117223,Sliding Two Fingers Left
14146,124566,Turning Hand Counterclockwise
14148,133345,Thumb Up
14151,97659,Sliding Two Fingers Right
14154,128224,Sliding Two Fingers Down
14159,65060,No gesture
14161,98704,Pushing Two Fingers Away
14162,107036,Sliding Two Fingers Left
14163,2868,Pulling Hand In
14168,38411,Rolling Hand Forward
14169,139002,Shaking Hand
14171,147417,Rolling Hand Forward
14172,138834,Sliding Two Fingers Right
14173,70582,Turning Hand Counterclockwise
14178,141524,Turning Hand Counterclockwise
14182,19201,Pulling Hand In
14184,144206,Pushing Two Fingers Away
14186,139178,Turning Hand Counterclockwise
14187,101171,Shaking Hand
14193,102189,Rolling Hand Forward
14196,91424,Pushing Two Fingers Away
14199,117605,Sliding Two Fingers Down
14201,125201,Thumb Up
14203,49854,Rolling Hand Forward
14210,110523,No gesture
14211,92832,Pulling Hand In
14214,17937,Sliding Two Fingers Down
14215,109581,Thumb Up
14219,40677,Turning Hand Counterclockwise
14222,70866,Sliding Two Fingers Down
14223,85834,Sliding Two Fingers Right
14224,12239,Thumb Up
14228,133742,Rolling Hand Forward
14229,121753,Sliding Two Fingers Right
14240,131655,Thumb Up
14246,3160,Sliding Two Fingers Down
14247,30531,Shaking Hand
14249,121,Sliding Two Fingers Down
14253,72154,Pulling Hand In
14254,128781,Sliding Two Fingers Down
14255,103420,Sliding Two Fingers Left
14257,5463,No gesture
14262,120090,Shaking Hand
14263,9534,Sliding Two Fingers Left
14264,11572,Thumb Up
14269,15034,Shaking Hand
14273,141272,Shaking Hand
14274,25474,Shaking Hand
14276,23690,Turning Hand Counterclockwise
14280,36614,Turning Hand Counterclockwise
14281,119306,Pulling Hand In
14282,105873,No gesture
14284,36591,Sliding Two Fingers Left
14289,108133,Thumb Up
14290,58630,Pushing Two Fingers Away
14291,94426,Thumb Up
14294,62994,Sliding Two Fingers Left
14295,15821,Sliding Two Fingers Right
14297,121562,Turning Hand Counterclockwise
14299,60616,Rolling Hand Forward
14302,21672,Sliding Two Fingers Down
14303,105976,Thumb Up
14304,141897,No gesture
14305,9223,Thumb Up
14306,73725,Pulling Hand In
14313,89513,Sliding Two Fingers Left
14316,133621,Pushing Two Fingers Away
14318,50904,Pulling Hand In
14319,20313,Shaking Hand
14320,61610,Shaking Hand
14323,9174,Turning Hand Counterclockwise
14324,76975,Rolling Hand Forward
14326,99470,Sliding Two Fingers Down
14327,56334,Sliding Two Fingers Left
14328,102016,Pushing Two Fingers Away
14329,36721,Sliding Two Fingers Left
14337,37411,Sliding Two Fingers Left
14339,3447,No gesture
14341,52103,No gesture
14342,121377,No gesture
14343,34290,Shaking Hand
14344,2810,Turning Hand Counterclockwise
14354,27275,Pulling Hand In
14355,22736,Shaking Hand
14363,44989,Turning Hand Counterclockwise
14368,111507,Sliding Two Fingers Down
14369,13494,Turning Hand Counterclockwise
14373,135443,No gesture
14375,107553,Sliding Two Fingers Right
14378,63051,Sliding Two Fingers Left
14379,14191,Rolling Hand Forward
14382,64266,Pulling Hand In
14394,133046,Turning Hand Counterclockwise
14400,143909,Pulling Hand In
14401,87781,Shaking Hand
14402,51909,Sliding Two Fingers Down
14407,44011,No gesture
14415,15667,Rolling Hand Forward
14425,36653,Sliding Two Fingers Down
14428,11458,Pushing Two Fingers Away
14430,139287,Sliding Two Fingers Right
14431,1130,Turning Hand Counterclockwise
14432,27254,Pulling Hand In
14435,37814,Sliding Two Fingers Down
14438,59319,Pushing Two Fingers Away
14443,32023,Thumb Up
14445,145574,Thumb Up
14446,121593,Sliding Two Fingers Down
14447,52047,Turning Hand Counterclockwise
14450,3600,Turning Hand Counterclockwise
14451,59202,Rolling Hand Forward
14453,5047,Pushing Two Fingers Away
14454,31176,Sliding Two Fingers Right
14455,72090,Turning Hand Counterclockwise
14456,144944,Pulling Hand In
14458,101526,No gesture
14459,141695,Pushing Two Fingers Away
14466,68248,Pulling Hand In
14467,29465,Pulling Hand In
14469,42633,Thumb Up
14470,17942,Turning Hand Counterclockwise
14471,135049,Turning Hand Counterclockwise
14476,95363,Pushing Two Fingers Away
14481,41049,Sliding Two Fingers Left
14484,113389,Sliding Two Fingers Down
14486,105200,Pushing Two Fingers Away
14487,116544,No gesture
14489,58435,Shaking Hand
14493,26595,Pushing Two Fingers Away
14497,130849,Shaking Hand
14499,3727,Sliding Two Fingers Down
14500,56482,Sliding Two Fingers Down
14504,42041,Turning Hand Counterclockwise
14505,27001,Sliding Two Fingers Right
14506,115882,Pushing Two Fingers Away
14509,68373,Pulling Hand In
14510,51892,Rolling Hand Forward
14511,62689,Turning Hand Counterclockwise
14514,88735,Pulling Hand In
14518,42977,Shaking Hand
14519,55216,No gesture
14521,83170,Sliding Two Fingers Down
14526,76498,Shaking Hand
14528,24178,Pulling Hand In
14532,117717,Sliding Two Fingers Right
14537,20181,Thumb Up
14539,42638,Thumb Up
14550,93035,Sliding Two Fingers Right
14552,112636,No gesture
14554,134700,Rolling Hand Forward
14555,65979,Shaking Hand
14560,65660,Pushing Two Fingers Away
14563,44224,Sliding Two Fingers Right
14565,95877,Thumb Up
14567,64039,Shaking Hand
14569,75981,Sliding Two Fingers Right
14570,6120,Sliding Two Fingers Left
14574,87704,Thumb Up
14578,104296,Shaking Hand
14580,35106,Sliding Two Fingers Right
14584,85912,Pulling Hand In
14585,129311,Sliding Two Fingers Left
14592,73830,Shaking Hand
14596,55943,Thumb Up
14597,118110,Rolling Hand Forward
14598,99024,Thumb Up
14600,20227,Thumb Up
14601,98771,Sliding Two Fingers Down
14604,21379,Pushing Two Fingers Away
14605,139336,Turning Hand Counterclockwise
14606,46271,Pulling Hand In
14612,35868,No gesture
14613,13403,Sliding Two Fingers Down
14614,22392,Sliding Two Fingers Down
14616,88757,Turning Hand Counterclockwise
14618,59888,Thumb Up
14619,95868,Pulling Hand In
14622,50101,Sliding Two Fingers Left
14623,22936,Sliding Two Fingers Left
14626,131035,Pushing Two Fingers Away
14627,73961,Pushing Two Fingers Away
14629,108615,Sliding Two Fingers Left
14631,72393,Shaking Hand
14633,115079,Sliding Two Fingers Right
14635,30550,Thumb Up
14636,70150,Sliding Two Fingers Left
14638,119384,Sliding Two Fingers Right
14645,80495,Sliding Two Fingers Right
14650,95540,Pushing Two Fingers Away
14652,139643,Sliding Two Fingers Right
14656,94700,Pushing Two Fingers Away
14657,94937,Sliding Two Fingers Down
14659,123628,Shaking Hand
14661,65067,Pushing Two Fingers Away
14663,88133,Turning Hand Counterclockwise
14664,58984,Turning Hand Counterclockwise
14667,141939,Sliding Two Fingers Down
14669,71830,Pulling Hand In
14672,18010,No gesture
14679,47409,Shaking Hand
14680,89281,Shaking Hand
14681,138710,Rolling Hand Forward
14689,38984,Rolling Hand Forward
14691,22840,Sliding Two Fingers Left
14692,81213,Rolling Hand Forward
14695,128822,Turning Hand Counterclockwise
14696,43159,Sliding Two Fingers Right
14697,59481,Pulling Hand In
14698,121386,Turning Hand Counterclockwise
14705,89547,Shaking Hand
14706,47709,Turning Hand Counterclockwise
14707,98734,Pushing Two Fingers Away
14709,67426,Sliding Two Fingers Right
14715,136835,Pulling Hand In
14718,31570,Turning Hand Counterclockwise
14720,27208,Pulling Hand In
14721,33697,Sliding Two Fingers Left
14724,79762,Pulling Hand In
14725,3772,Pulling Hand In
14727,115721,Sliding Two Fingers Down
14729,41765,No gesture
14731,132929,Shaking Hand
14732,91449,Sliding Two Fingers Right
14733,89175,Sliding Two Fingers Left
14734,144159,No gesture
14737,46833,Rolling Hand Forward
14738,31363,Turning Hand Counterclockwise
14739,75909,Sliding Two Fingers Left
14740,27402,Pulling Hand In
14741,124852,Pulling Hand In
14746,77479,Rolling Hand Forward
14747,85046,Turning Hand Counterclockwise
14748,81957,No gesture
14750,129797,Sliding Two Fingers Right
14752,47144,Sliding Two Fingers Right
14753,17663,Turning Hand Counterclockwise
14755,54998,Sliding Two Fingers Right
14756,128427,Pushing Two Fingers Away
14758,55212,Turning Hand Counterclockwise
14761,97344,No gesture
14762,37429,Sliding Two Fingers Left
14766,33102,Pushing Two Fingers Away
14767,74675,Rolling Hand Forward
14768,127629,Turning Hand Counterclockwise
14770,96612,Sliding Two Fingers Left
14771,4433,No gesture
14772,112133,Sliding Two Fingers Left
14773,45166,Shaking Hand
14784,114975,Thumb Up
14786,108017,Pulling Hand In
14787,116532,Pushing Two Fingers Away
14791,68823,Rolling Hand Forward
14794,57762,Shaking Hand
14798,25458,Pushing Two Fingers Away
14802,138158,Shaking Hand
14811,13362,Turning Hand Counterclockwise
14812,123962,Shaking Hand
14813,119941,Sliding Two Fingers Right
14815,135412,Thumb Up
14822,121749,Sliding Two Fingers Right
14827,28889,Turning Hand Counterclockwise
14831,103584,Turning Hand Counterclockwise
14834,7478,Shaking Hand
14839,34319,Rolling Hand Forward
14840,104999,Turning Hand Counterclockwise
14841,24699,No gesture
14844,126773,Sliding Two Fingers Right
14849,24872,Thumb Up
14856,40809,Sliding Two Fingers Right
14857,140874,Pulling Hand In
14858,107024,No gesture
14862,75808,Pulling Hand In
14864,93618,Shaking Hand
14865,115121,Sliding Two Fingers Left
14867,146699,Pushing Two Fingers Away
14868,19761,Thumb Up
14872,95145,Turning Hand Counterclockwise
14877,46032,Shaking Hand
14878,91780,Pushing Two Fingers Away
14881,134415,Shaking Hand
14883,125949,Sliding Two Fingers Down
14884,38265,Sliding Two Fingers Right
14885,103505,No gesture
14886,40885,Rolling Hand Forward
14889,110633,Sliding Two Fingers Left
14892,53070,Pushing Two Fingers Away
14895,78759,Sliding Two Fingers Left
14899,44051,Pushing Two Fingers Away
14900,29599,Pulling Hand In
14906,16170,Pushing Two Fingers Away
14907,50891,Sliding Two Fingers Right
14908,63508,Rolling Hand Forward
14910,128830,No gesture
14915,78683,No gesture
14917,3189,Shaking Hand
14919,49640,Sliding Two Fingers Left
14923,48415,No gesture
14928,22566,Pulling Hand In
14929,81542,No gesture
14931,143724,Turning Hand Counterclockwise
14933,81881,Shaking Hand
14938,51371,Thumb Up
14939,137125,Shaking Hand
14940,34576,Shaking Hand
14944,124795,Pushing Two Fingers Away
14945,87814,Shaking Hand
14946,129028,Rolling Hand Forward
14951,110720,Turning Hand Counterclockwise
14953,38797,Pulling Hand In
14954,19531,Sliding Two Fingers Left
14960,3178,Pushing Two Fingers Away
14963,72495,Sliding Two Fingers Right
14964,138265,Pulling Hand In
14965,26575,Shaking Hand
14968,8834,Pushing Two Fingers Away
14970,94891,Sliding Two Fingers Down
14976,1929,Turning Hand Counterclockwise
14986,14696,Shaking Hand
14987,79697,Pushing Two Fingers Away
14990,98115,No gesture
14992,57239,Shaking Hand
14993,80687,Rolling Hand Forward
14995,138480,Pulling Hand In
14996,10323,Shaking Hand
14999,37526,Rolling Hand Forward
15004,29222,Pushing Two Fingers Away
15005,67701,Shaking Hand
15006,64042,Thumb Up
15010,61661,Sliding Two Fingers Right
15011,81641,Sliding Two Fingers Left
15014,2055,Pushing Two Fingers Away
15015,111600,Sliding Two Fingers Right
15017,35651,Sliding Two Fingers Down
15020,106846,Sliding Two Fingers Right
15022,16012,Pushing Two Fingers Away
15023,134462,Pulling Hand In
15024,146553,Turning Hand Counterclockwise
15025,121561,Rolling Hand Forward
15026,8772,Pushing Two Fingers Away
15027,34084,Thumb Up
15033,10113,Rolling Hand Forward
15036,146770,Sliding Two Fingers Left
15039,99267,Rolling Hand Forward
15040,108660,Pushing Two Fingers Away
15045,135883,Sliding Two Fingers Down
15048,64968,Pushing Two Fingers Away
15051,66976,Sliding Two Fingers Right
15052,130593,Turning Hand Counterclockwise
15056,84423,Sliding Two Fingers Down
15062,65245,Thumb Up
15070,50903,Sliding Two Fingers Right
15072,110704,Sliding Two Fingers Right
15074,118140,Pushing Two Fingers Away
15075,51719,Sliding Two Fingers Right
15076,146663,Sliding Two Fingers Left
15079,61445,Sliding Two Fingers Right
15084,107428,Sliding Two Fingers Down
15086,104982,No gesture
15088,95098,Sliding Two Fingers Down
15090,142897,Sliding Two Fingers Right
15093,135284,Sliding Two Fingers Right
15107,22242,Thumb Up
15108,118841,Turning Hand Counterclockwise
15109,20692,No gesture
15110,23518,Turning Hand Counterclockwise
15111,144522,Pulling Hand In
15113,67461,Sliding Two Fingers Right
15115,47796,Sliding Two Fingers Right
15116,1513,Sliding Two Fingers Down
15119,141515,Sliding Two Fingers Right
15126,133671,Turning Hand Counterclockwise
15128,54265,Turning Hand Counterclockwise
15129,11081,Sliding Two Fingers Right
15130,71390,Thumb Up
15135,77603,Pulling Hand In
15138,41860,Shaking Hand
15144,72712,Sliding Two Fingers Left
15148,33963,Shaking Hand
15149,100950,Pushing Two Fingers Away
15153,99791,Sliding Two Fingers Left
15154,64347,Sliding Two Fingers Left
15156,124438,No gesture
15157,79741,Pushing Two Fingers Away
15160,67391,Pulling Hand In
15161,79524,Pushing Two Fingers Away
15167,37557,Sliding Two Fingers Left
15168,119219,Rolling Hand Forward
15170,2151,Rolling Hand Forward
15171,128,Sliding Two Fingers Left
15172,17599,Thumb Up
15173,27381,Thumb Up
15177,44960,Shaking Hand
15182,23321,Sliding Two Fingers Left
15185,29890,Pulling Hand In
15189,24346,No gesture
15193,13068,Rolling Hand Forward
15194,88539,Turning Hand Counterclockwise
15196,25674,Pushing Two Fingers Away
15197,57007,Pushing Two Fingers Away
15198,141349,Thumb Up
15199,68390,Shaking Hand
15203,21651,No gesture
15204,53396,Pushing Two Fingers Away
15210,2506,Sliding Two Fingers Right
15213,103131,Sliding Two Fingers Left
15217,122632,Thumb Up
15226,93517,Shaking Hand
15232,7669,Turning Hand Counterclockwise
15233,93729,Sliding Two Fingers Right
15237,41406,Sliding Two Fingers Down
15240,68450,Rolling Hand Forward
15247,37667,Pulling Hand In
15248,145826,Turning Hand Counterclockwise
15251,144821,No gesture
15253,132166,No gesture
15256,103118,Shaking Hand
15260,54758,Rolling Hand Forward
15266,96070,Pulling Hand In
15271,52007,Thumb Up
15272,85944,No gesture
15276,120749,Sliding Two Fingers Right
15277,133872,Rolling Hand Forward
15283,8338,Sliding Two Fingers Left
15285,57393,Pushing Two Fingers Away
15292,59861,Rolling Hand Forward
15296,25757,Sliding Two Fingers Down
15297,36805,Sliding Two Fingers Right
15299,110107,Sliding Two Fingers Left
15302,143969,Thumb Up
15303,68838,Sliding Two Fingers Down
15314,83866,No gesture
15325,4992,Sliding Two Fingers Left
15330,6413,Pulling Hand In
15332,145880,Rolling Hand Forward
15334,117855,Turning Hand Counterclockwise
15338,28641,Sliding Two Fingers Left
15340,93473,Pushing Two Fingers Away
15347,31493,Rolling Hand Forward
15348,144704,Sliding Two Fingers Right
15355,61799,Shaking Hand
15365,65692,No gesture
15370,6929,Thumb Up
15371,6027,Sliding Two Fingers Right
15374,113470,Pulling Hand In
15375,111409,Shaking Hand
15376,11279,Sliding Two Fingers Right
15378,122127,Pulling Hand In
15380,83176,Rolling Hand Forward
15386,47299,Sliding Two Fingers Down
15392,53802,Shaking Hand
15393,67693,Sliding Two Fingers Down
15404,24734,No gesture
15406,41973,Sliding Two Fingers Down
15408,100237,Pushing Two Fingers Away
15409,119650,Sliding Two Fingers Left
15413,117127,Rolling Hand Forward
15415,68330,Pushing Two Fingers Away
15424,40832,Pushing Two Fingers Away
15425,46572,Sliding Two Fingers Down
15426,146265,Shaking Hand
15429,3636,Turning Hand Counterclockwise
15434,62412,No gesture
15439,22558,Sliding Two Fingers Down
15443,18600,Sliding Two Fingers Left
15450,77864,Shaking Hand
15453,114665,Sliding Two Fingers Left
15454,25817,Pushing Two Fingers Away
15455,66348,Pushing Two Fingers Away
15457,112328,Rolling Hand Forward
15460,34340,Pulling Hand In
15461,88577,Thumb Up
15462,74431,Sliding Two Fingers Left
15470,135792,Thumb Up
15473,111515,Sliding Two Fingers Down
15474,66139,Rolling Hand Forward
15475,101809,Sliding Two Fingers Down
15477,37224,Rolling Hand Forward
15480,123504,Pushing Two Fingers Away
15481,112306,Sliding Two Fingers Left
15487,98174,Shaking Hand
15490,32355,Pushing Two Fingers Away
15492,137414,Pulling Hand In
15494,14265,Pulling Hand In
15500,23374,No gesture
15507,73682,Thumb Up
15508,33216,Thumb Up
15512,119046,Shaking Hand
15515,121959,Thumb Up
15519,123973,No gesture
15520,12740,No gesture
15527,85765,Sliding Two Fingers Right
15533,75289,No gesture
15535,46490,Turning Hand Counterclockwise
15536,48238,Rolling Hand Forward
15537,49588,Rolling Hand Forward
15541,140692,Pushing Two Fingers Away
15546,79166,Rolling Hand Forward
15548,124513,Rolling Hand Forward
15553,97518,Thumb Up
15554,44595,Thumb Up
15561,63899,Pushing Two Fingers Away
15562,93413,Sliding Two Fingers Left
15565,140488,Pushing Two Fingers Away
15570,79068,Pushing Two Fingers Away
15571,104136,Shaking Hand
15572,111616,Rolling Hand Forward
15573,115290,No gesture
15574,64804,Shaking Hand
15578,992,Sliding Two Fingers Down
15580,104990,Thumb Up
15590,58773,Sliding Two Fingers Down
15594,97809,Rolling Hand Forward
15596,43753,Pulling Hand In
15600,24665,Rolling Hand Forward
15601,119230,Sliding Two Fingers Left
15602,137557,Pushing Two Fingers Away
15610,25921,Shaking Hand
15616,56706,Shaking Hand
15617,27706,Rolling Hand Forward
15619,10524,Thumb Up
15620,16302,Sliding Two Fingers Down
15623,47128,Rolling Hand Forward
15624,24717,Sliding Two Fingers Down
15625,90597,Sliding Two Fingers Right
15626,69089,Sliding Two Fingers Left
15632,33845,Sliding Two Fingers Right
15634,4943,Shaking Hand
15636,14284,Sliding Two Fingers Down
15638,81702,Rolling Hand Forward
15639,104210,Sliding Two Fingers Down
15642,55066,No gesture
15643,77748,Pulling Hand In
15645,59805,No gesture
15649,12682,Shaking Hand
15651,1884,No gesture
15652,114577,Shaking Hand
15653,25836,Sliding Two Fingers Down
15654,15163,Sliding Two Fingers Right
15656,60686,Sliding Two Fingers Left
15669,110772,Rolling Hand Forward
15670,114298,Rolling Hand Forward
15672,120394,Shaking Hand
15676,13458,Sliding Two Fingers Right
15678,21580,Rolling Hand Forward
15679,82784,Pushing Two Fingers Away
15680,22800,Sliding Two Fingers Right
15681,74107,Turning Hand Counterclockwise
15682,10962,No gesture
15684,91977,Sliding Two Fingers Left
15687,137124,Sliding Two Fingers Left
15688,73205,Sliding Two Fingers Down
15689,1122,Shaking Hand
15690,99012,Sliding Two Fingers Down
15694,65262,Rolling Hand Forward
15697,98530,Thumb Up
15700,42174,Shaking Hand
15702,123481,Thumb Up
15704,39106,Pulling Hand In
15708,109901,Rolling Hand Forward
15709,80333,Pushing Two Fingers Away
15711,44822,Sliding Two Fingers Down
15714,95838,Sliding Two Fingers Right
15715,24877,Sliding Two Fingers Right
15720,131912,Thumb Up
15721,118979,Pushing Two Fingers Away
15722,60286,Sliding Two Fingers Down
15728,70950,Pushing Two Fingers Away
15729,39236,Turning Hand Counterclockwise
15730,35966,Shaking Hand
15731,112587,Sliding Two Fingers Right
15732,20311,Thumb Up
15733,32835,Pulling Hand In
15734,34196,Sliding Two Fingers Down
15735,54928,Pushing Two Fingers Away
15736,21756,Sliding Two Fingers Left
15740,26969,Sliding Two Fingers Right
15742,38339,Sliding Two Fingers Right
15743,61811,Rolling Hand Forward
15747,51829,Sliding Two Fingers Down
15748,86950,Sliding Two Fingers Left
15750,109475,Sliding Two Fingers Down
15762,98496,Pushing Two Fingers Away
15763,1285,No gesture
15769,131181,Turning Hand Counterclockwise
15770,78674,Sliding Two Fingers Down
15771,22522,Sliding Two Fingers Down
15772,7696,Thumb Up
15773,133450,Sliding Two Fingers Right
15775,123194,Sliding Two Fingers Right
15781,23983,No gesture
15782,39407,No gesture
15785,42582,Sliding Two Fingers Left
15792,69664,No gesture
15793,44925,Pushing Two Fingers Away
15799,141623,Shaking Hand
15801,107776,Sliding Two Fingers Right
15808,94417,Pushing Two Fingers Away
15810,53691,Sliding Two Fingers Right
15814,86461,Shaking Hand
15817,93509,Sliding Two Fingers Left
15818,62990,Pushing Two Fingers Away
15819,65791,Pushing Two Fingers Away
15821,22467,Pulling Hand In
15822,140606,Shaking Hand
15823,62736,Shaking Hand
15824,76769,No gesture
15832,86864,Sliding Two Fingers Down
15833,46338,No gesture
15835,133259,Sliding Two Fingers Left
15840,144299,Pulling Hand In
15841,72202,Turning Hand Counterclockwise
15842,77161,Rolling Hand Forward
15843,102116,Pulling Hand In
15844,33283,Sliding Two Fingers Right
15846,104334,Sliding Two Fingers Down
15847,137277,Shaking Hand
15848,53207,Rolling Hand Forward
15849,53374,Turning Hand Counterclockwise
15853,119637,Pulling Hand In
15855,68836,Pushing Two Fingers Away
15856,117888,Shaking Hand
15861,66611,Sliding Two Fingers Left
15864,59582,No gesture
15865,64884,Shaking Hand
15869,148081,Turning Hand Counterclockwise
15872,27936,Thumb Up
15875,56285,Shaking Hand
15878,127835,Turning Hand Counterclockwise
15880,23354,Pulling Hand In
15883,46914,Sliding Two Fingers Right
15885,142673,Rolling Hand Forward
15886,106804,Sliding Two Fingers Left
15887,120261,Sliding Two Fingers Right
15897,43849,Sliding Two Fingers Left
15900,85699,Shaking Hand
15901,103276,Sliding Two Fingers Left
15902,13690,Thumb Up
15906,90277,Sliding Two Fingers Left
15908,38069,Sliding Two Fingers Right
15910,146495,No gesture
15912,39978,Sliding Two Fingers Left
15913,118780,Turning Hand Counterclockwise
15916,131736,Thumb Up
15917,21374,Thumb Up
15923,129415,Rolling Hand Forward
15924,96765,Shaking Hand
15926,66388,No gesture
15929,14099,Pushing Two Fingers Away
15932,89053,Pulling Hand In
15937,102491,Pulling Hand In
15941,72170,No gesture
15942,49256,Thumb Up
15944,178,Rolling Hand Forward
15946,65596,Sliding Two Fingers Right
15952,34254,Thumb Up
15953,108145,Turning Hand Counterclockwise
15954,140333,Turning Hand Counterclockwise
15955,6485,Sliding Two Fingers Right
15963,33600,Pulling Hand In
15965,57100,Sliding Two Fingers Down
15966,44563,Sliding Two Fingers Left
15970,9547,Rolling Hand Forward
